project_name,station,yyyy-mm-dd hh:mm:ss,Longitude [degrees_east],Latitude [degrees_north],총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
해양환경측정망,마산만8_환경관리,43695.3875,128.72111,35.04889,157.4,31.67,26.09,2.08,26.5,7.54,8.24,175.3,1.7,6.6,6.6,5.4,19,2.05,10.7,26.5
해양환경측정망,마산만9_환경관리,43695.51875,128.565,35.18444,288.2,30.25,28.38,9.4,51.2,13.23,8.53,15.1,0.3,1.2,0.2,1.5,14.2,5.34,13.7,51.2
해양환경측정망,마산만H1_항만,43695.56111,128.5938889,35.20555556,287.9,30.88,27.56,9.55,11.33,8.98,8.3,115.5,0.2,10.6,2.2,1.6,61.3,2.76,58.9,47.6
해양환경측정망,목포연안1_연안,43685.53472,126.425,34.78027778,365,29.02,24.57,12.78,5.8,10.89,8.29,241.9,12.6,0.6,40.5,1.2,56.2,3.47,3.1,33.4
해양환경측정망,목포연안2_연안,43685.41319,126.3805556,34.84444444,351.9,30.36,26.19,4.9,20.4,7.83,8.01,422.3,21.3,13.8,116,0.6,156.3,1.68,19,35.4
해양환경측정망,목포연안3_연안,43685.4375,126.35,34.78972222,414.5,30.41,25.12,16.86,6.5,10.99,8.3,58.4,16.8,0,59.7,1.5,81.2,3.58,4.8,23.7
해양환경측정망,목포연안4_연안,43685.58681,126.3419444,34.75916667,289.7,31.01,24.18,9.26,15.5,9.02,8.13,154.2,12.7,0.1,45,1.5,62.3,2.08,4.6,20.6
해양환경측정망,목포연안5_연안,43685.54514,126.4377778,34.78777778,307.2,28.7,24.28,7,5.3,13.22,8.41,219.2,0.5,2.1,1.2,1.5,12.3,4.19,10.6,30.9
해양환경측정망,목포연안6_연안,43685.52778,126.4016667,34.77861111,444.9,27.92,25.18,9.72,4,12.11,8.35,168,16.5,0,64.4,1.6,82.8,4.06,1.8,30.7
해양환경측정망,목포연안7_연안,43685.44444,126.3655556,34.77861111,506.6,29.58,25.3,10.66,7.6,11.58,8.43,43,19.5,0,115.8,1.3,145.9,4.4,10.6,24
해양환경측정망,목포연안8_연안,43685.59722,126.3405556,34.77722222,316.1,30.54,25.4,1.6,8.3,7.66,8.04,193.6,11.3,2.7,64.9,0.9,84.3,1.42,8.1,28.1
해양환경측정망,목포연안H1_항만,43685.47917,126.3886111,34.78527778,467.1,28.62,25.22,0.92,8.2,9.58,8.21,17.7,22.5,2.7,71.7,1.9,98.8,4.08,4.7,27.1
해양환경측정망,목포연안H2_항만,43685.47222,126.3805556,34.77888889,583.6,29.62,24.8,5.38,8,11.3,8.24,43.9,23.9,0.1,100.2,1.8,147.8,5.6,23.6,53.2
해양환경측정망,무안연안1_연안,43685.39931,126.3788889,34.90555556,375.6,30.2,26.59,1.97,46.7,7.79,7.91,498.5,24.5,22.3,126.7,1.3,183.3,1.58,32.2,33.8
해양환경측정망,무안연안2_연안,43685.6875,126.2891667,35.01111111,322.2,30.6,28.27,1.89,41.9,6.43,7.98,541.2,26.3,18.3,115.8,1.1,144.8,2.08,2.7,31.9
해양환경측정망,무안연안3_연안,43685.66667,126.2380556,34.87888889,304.4,31.3,26.29,2.34,19.1,7.08,7.9,384.3,16,16.9,95.4,0.7,111.7,2.18,0.4,32.4
해양환경측정망,보령연안1_연안,43685.49653,126.5,36.35194444,68.3,31.38,26.58,3.04,11.3,7.13,8.08,268.5,1.7,12.9,3.9,3.2,24.1,2.06,18.5,31.2
해양환경측정망,보령연안2_연안,43685.47083,126.5,36.30611111,82.4,31.36,27.02,3.26,7.8,7.25,8.07,335.8,1.6,13.6,5.1,1.9,23.2,1.98,16.6,36.1
해양환경측정망,보령연안3_연안,43685.65833,126.4916667,36.24583333,74.6,31.32,27.1,4.92,8.7,7.6,8.06,342.3,0.9,11.7,1.7,2.9,6.7,1.98,4.1,35.3
해양환경측정망,보령연안4_연안,43685.67361,126.4661111,36.18777778,81.8,31.12,27.15,4.08,5.5,7.25,8,348.4,0.7,13.1,1.5,2.7,7.9,2.32,5.7,36.1
해양환경측정망,보령연안H1_항만,43685.4875,126.5088889,36.33166667,254.1,31.38,27,4.62,14,7.05,8.08,331.1,1.5,14.9,6.7,2,25,2.01,16.8,36.1
해양환경측정망,부산신항H1_항만,43694.70486,128.8013889,35.07444444,202.6,31.24,26.08,6.32,12.6,8.48,8.25,198.5,3.8,7.5,15.3,0.8,40.3,2.13,21.2,31.3
해양환경측정망,부산연안1_환경관리,43698.57014,129.16944,35.14722,271,31.74,26.65,3.7,15.1,8.43,8.36,155.2,1.3,0.3,18.5,6,26.1,0.67,6.3,15.1
해양환경측정망,부산연안10_환경관리,43696.45139,129.00722,35.0525,183.9,32.01,28.55,3.34,21.8,9.35,8.35,85.7,1.1,3.1,7.5,3.8,18.8,1.25,10.1,21.8
해양환경측정망,부산연안11_환경관리,43696.49792,128.98833,35.04833,173.5,31.87,26.82,5.24,23.5,9.38,8.36,55.9,0.6,0.5,0.8,2.9,1.8,1.25,0.4,23.5
해양환경측정망,부산연안12_환경관리,43698.63889,129.11306,35.10028,151.4,31.9,26.58,2.56,13.3,8.25,8.35,143.9,0.3,0.4,1,7.5,5.9,1.11,4.6,13.3
해양환경측정망,부산연안13_환경관리,43698.61806,129.11667,35.13556,268.6,31.63,26.52,15.44,33.6,10.97,8.45,28.2,2.2,0.6,6.5,2.1,27.6,2.2,18.8,33.6
해양환경측정망,부산연안14_환경관리,43698.60139,129.13528,35.15917,334.2,31.42,26.15,13.32,30.1,9.31,8.37,124.6,7.9,4.4,91.3,1.9,149.9,1.93,50.7,30.1
해양환경측정망,부산연안15_환경관리,43698.62847,129.13806,35.11806,123,31.92,26.19,1.55,10.6,8.09,8.35,171.2,0.6,0.3,4.4,6.3,9.3,1.1,4.4,10.6
해양환경측정망,부산연안16_환경관리,43698.58681,129.13806,35.13361,120.2,31.83,26.61,1.79,9.9,8.12,8.35,126.4,0.3,0.4,1.1,7,1.9,1.21,0.5,9.9
해양환경측정망,부산연안17_환경관리,43698.57986,129.155,35.13361,98.8,31.84,26.61,1.72,8.5,8,8.35,153.2,0.3,0.2,0.8,7.9,1.1,0.94,0.1,8.5
해양환경측정망,부산연안2_환경관리,43698.59444,129.14056,35.14806,172,31.77,26.59,5.48,14.5,8.84,8.37,130.5,0.6,0,7.7,5.9,33.5,1.16,25.2,14.5
해양환경측정망,부산연안3_환경관리,43698.60903,129.12639,35.14611,221.8,31.68,26.29,10.64,21.4,9.82,8.41,88.3,1.3,0.5,24,3.8,33.4,1.61,8.1,21.4
해양환경측정망,부산연안4_환경관리,43698.41667,129.09278,35.08583,131.5,31.92,25.98,1.64,10,7.99,8.34,170.5,0.4,0.7,2.2,7,8.9,0.4,6.3,10
해양환경측정망,부산연안5_환경관리,43696.40069,129.04583,35.0475,118.3,32.05,26.34,2.12,12.3,8.24,8.34,92.2,1,0.3,5,6.7,6.1,1.84,0.1,12.3
해양환경측정망,부산연안6_환경관리,43696.48611,129.01222,35.03472,140.5,31.82,25.98,5.36,18.9,8.63,8.32,102.4,0.6,1.3,1,3.9,8.6,0.4,7,18.9
해양환경측정망,부산연안7_환경관리,43696.66042,129.12056,35.07222,162.9,32.53,23.6,5.08,20.9,8.58,8.29,207.9,1.9,5.6,25.8,2.2,28.4,0.34,0.8,20.9
해양환경측정망,부산연안8_환경관리,43698.40833,129.07639,35.09889,152,32.13,25.49,4.46,15.4,8.55,8.34,85.7,0.8,0.6,4,4.2,9.1,1.83,4.3,15.4
해양환경측정망,부산연안9_환경관리,43696.41111,129.03306,35.07222,140.9,31.9,26.4,2.42,15.8,8.35,8.31,83.5,0.4,0.5,1.6,5.4,2.7,0.93,0.7,15.8
해양환경측정망,부산연안H1_항만,43696.69236,129.0577778,35.11055556,173.9,31.98,26.39,11.72,5.5,8.15,8.14,195.9,1.7,5.1,15.4,3.1,29,0.69,11.9,22.6
해양환경측정망,부산연안H2_항만,43696.42014,129.0325,35.08472222,189.7,32.04,26.67,4.52,14.1,8.73,8.31,182.5,2.1,6,15.9,2.1,34.4,0.83,16.4,29.7
해양환경측정망,부산연안H3_항만,43696.45833,129.0022222,35.06583333,271.3,32.06,26.17,8.52,11.9,8.76,8.28,184.5,3.9,8.4,21.6,1.8,64,1.14,38.4,44.1
해양환경측정망,부산연안H4_항만,43696.68542,129.0638889,35.12333333,181.4,32.01,26.15,16.8,9.1,7.92,8.28,109,1.2,3,3.8,4.4,8.7,0.22,3.6,18
해양환경측정망,부산연안H5_항만,43696.7,129.0483333,35.10361111,155,31.88,26.38,3.24,4.75,8.57,8.32,59.4,0.1,0.4,1.8,4.8,2.1,1.06,0.2,14.8
해양환경측정망,부산연안H6_항만,43696.42708,129.0294444,35.09305556,251.6,32.09,28.53,2.8,9.5,7.17,8.23,293.6,2.4,16.1,12.7,2.8,61.4,0.69,46.2,42.1
해양환경측정망,부산연안H7_항만,43696.46875,128.9955556,35.08111111,194.4,32.04,27.78,6.04,8.4,8.78,8.32,86.8,0.5,2.3,5.6,3,11.2,1.12,5.1,28.7
해양환경측정망,부산연안H8_항만,43696.52153,128.9816667,35.05472222,223.6,31.93,27.69,7.04,11.7,8.41,8.29,152,0.9,4.8,3.7,2.1,5.3,1.3,0.7,33.5
해양환경측정망,사천연안1_연안,43692.75,128.0513889,34.90444444,73.9,32.08,25.36,2.5,6.3,6.99,8.13,262.4,1.9,11.7,6.2,4,17.4,1.2,9.3,20
해양환경측정망,사천연안2_연안,43693.34931,128.1,34.90888889,120.2,32.11,25.43,0.99,5.1,7.08,8.13,279.1,2.1,12.2,9.4,4.1,32.4,1.14,20.9,27.2
해양환경측정망,사천연안3_연안,43693.37014,128.125,34.875,95.9,32.21,26.24,0.39,9.6,8.12,8.26,46.3,0.4,1.4,1.3,9,6.1,1.21,4.4,14.2
해양환경측정망,사천연안4_연안,43693.36181,128.1244444,34.89277778,102.8,32.25,25.7,8.3,8.8,7.83,8.21,143.2,0.6,4.7,1.8,5.8,5.7,1.27,3.2,17.3
해양환경측정망,사천연안H1_항만,43693.33681,128.0825,34.92,137.6,32.12,25.53,1.23,11.6,6.7,8.11,291.1,3.6,13.1,12.7,2.8,32.1,1.6,15.9,30.3
해양환경측정망,삼척연안1_연안,43686.68056,129.2475,37.39916667,76.7,33.14,26.34,0.57,9.1,7.96,8.19,83,0,1.3,0.7,8,14.1,1.58,13.4,8.2
해양환경측정망,삼척연안2_연안,43686.69792,129.2022222,37.43,174.4,31.84,26.85,1.87,8.1,8.42,8.19,99.3,0.1,1.4,48.3,4.9,49.6,1.26,1.2,11.2
해양환경측정망,삼척연안3_연안,43686.69444,129.2130556,37.42638889,122.2,32.88,27.34,0.88,8.3,8.06,8.2,49.5,0.2,1.5,0.5,6,1.7,2.8,1,9.8
해양환경측정망,삼척연안4_연안,43687.42083,129.3669444,37.23333333,116.3,33.16,23.44,1.2,11.2,8.28,8.2,96.4,0.1,1,0.6,8,1.6,1.52,0.9,8.3
해양환경측정망,삼척연안H1_항만,43686.72917,129.1916667,37.43555556,448.5,30.68,25.16,4.76,14.1,8.76,8.18,339.6,1.9,3.8,288.1,3,295,1.87,5,20.6
해양환경측정망,삼척연안H2_항만,43687.40972,129.3444444,37.22777778,186,32.92,22.96,2.34,6.4,7.43,8.13,179.5,1,2.6,18.5,5.8,51.1,1.1,31.6,18
해양환경측정망,서귀포연안1_연안,43690.63681,126.6611111,33.2625,193.1,31.46,26.75,0.62,7.9,7.49,8.17,379.8,4.2,2.6,4.6,14.8,9.1,1.26,0.2,11.7
해양환경측정망,서귀포연안2_연안,43690.24167,126.4125,33.22944444,124.7,31.35,26.43,0.38,8,8.12,8.14,261.4,0.3,1.5,2.6,6.9,3,1.16,0.1,9.8
해양환경측정망,서귀포연안3_연안,43690.67222,126.5669444,33.22944444,129.5,31.48,27.35,0.49,5.6,7.56,8.2,267.7,1.3,2,1.1,10.4,2.6,1.18,0.2,9.6
해양환경측정망,서귀포연안H1_항만,43690.66597,126.5652778,33.23638889,598.7,28.66,26.99,4.16,4.6,8.19,8.12,1190.5,6.6,14.1,33.3,2.4,52.3,1.71,12.4,29
해양환경측정망,서귀포연안H2_항만,43690.66111,126.56,33.24027778,1397.4,26.2,26.78,4.88,4.2,7.52,8.09,1243.7,8.4,40.6,118.3,2.3,165.4,1.96,38.7,47.2
해양환경측정망,섬진강하구1_하구역,43691.45069,127.77,35.0425,822.3,15.08,28.06,4.2,3,8.42,8.21,2895.4,6.8,33.1,506.4,1.5,580.4,2.1,67.3,53.7
해양환경측정망,섬진강하구10_하구역,43691.48056,127.77639,34.92667,196.7,28.89,27.06,2.28,4.1,7.07,8.3,519.5,3.9,15.1,41.9,2,73.6,1.91,27.7,26.8
해양환경측정망,섬진강하구2_하구역,43691.45556,127.77778,35.02583,709.9,18.88,28,4.8,4.2,8.51,8.34,2246.7,7.1,33.4,370.2,1.5,495.3,2.07,118,59.8
해양환경측정망,섬진강하구3_하구역,43691.46597,127.78639,35.01667,556.1,17.5,27.98,3.96,4.3,7.36,8.2,2278,7.3,33.9,368.3,2,496.3,2.01,120.7,41.7
해양환경측정망,섬진강하구4_하구역,43691.47014,127.77778,34.99,647.1,20.66,27.79,3.64,4.9,7.43,8.28,2151.6,7.3,33.5,327.8,2,423.6,1.94,88.5,57.6
해양환경측정망,섬진강하구5_하구역,43691.50278,127.77306,34.98361,490.3,16.67,28.01,3.88,6.2,7.22,8.16,2002.2,7.2,33.3,301.3,2.5,383,1.93,74.5,43
해양환경측정망,섬진강하구6_하구역,43691.49792,127.7625,34.97222,572.2,17.72,28.03,2.96,3.2,7.56,8.08,2070,7.4,33.4,313.1,2.5,409.6,3.89,89,52.2
해양환경측정망,섬진강하구7_하구역,43691.49514,127.75056,34.95778,359.9,25.19,27.77,3.74,5.4,7.58,8.11,1225.7,6.6,27.2,149.3,2.5,218.1,2.28,62.2,42.6
해양환경측정망,섬진강하구8_하구역,43691.48819,127.77222,34.95278,481.5,22.56,27.64,3.52,6.6,6.52,8.18,1354.5,6.4,28.3,178.9,2.5,227.7,2.26,42.4,56.7
해양환경측정망,섬진강하구9_하구역,43691.47639,127.77111,34.94083333,568.4,28.08,26.97,3,5.3,7.12,8.36,1181.8,5.9,27.2,145.1,2,220.7,2.37,69.8,54.7
해양환경측정망,성산연안1_연안,43690.55556,126.9386111,33.48,140.3,31.29,26.84,0.2,7.1,7.79,8.19,294.2,0.8,2.7,0.9,10,2.3,2.04,0.6,8.6
해양환경측정망,성산연안2_연안,43690.57153,126.9386111,33.41138889,137.8,30.52,28.42,0.19,7.8,7.62,8.23,164.8,0,1.4,0.5,15.6,0.7,4.19,0.2,7.2
해양환경측정망,성산연안H1_항만,43690.54792,126.9275,33.47083333,326.7,30.65,27.24,26.28,5.3,8.22,8.13,1134.7,8.7,9.5,11.1,2.5,51.7,2.68,31.9,24.6
해양환경측정망,속초연안1_연안,43685.73958,128.605,38.19972222,109.3,33.23,23.98,2.17,9.7,7.96,8.14,141.8,0.4,2.6,1.8,8.2,11.8,2.12,9.6,10
해양환경측정망,속초연안2_연안,43686.34375,128.6116667,38.21361111,90.3,33.19,23.97,0.83,7.2,7.74,8.17,119,0.7,2.6,3.8,11.5,11.8,0.5,7.2,6.4
해양환경측정망,속초연안3_연안,43686.34931,128.6136111,38.22083333,111.9,33.32,23.29,0.49,4.3,7.78,8.17,94.7,0.4,2.7,1.4,12.1,30.7,0.73,28.9,6.8
해양환경측정망,속초연안4_연안,43685.69792,128.6655556,38.1175,125.8,32.64,26.55,0.74,7.1,7.64,8.04,168.6,0.4,3.9,4.9,8.8,6.6,0.65,1.3,7.6
해양환경측정망,속초연안H1_항만,43686.33333,128.5977778,38.20888889,127.6,32.06,25.45,3.24,5.3,7.33,8.14,229,1.6,2.5,20.6,4.1,47.2,0.95,25,16.3
해양환경측정망,속초연안H2_항만,43685.75,128.5883333,38.19722222,318.8,29.44,27.21,7.48,9,8.14,7.97,308.8,3.6,9,47.6,2.8,111.6,2.34,60.3,32.6
해양환경측정망,시화호1_환경관리,43682.41806,126.71194,37.29694,533.4,28.72,27.85,17.44,10.6,5.83,7.97,1727.2,24.7,49.8,164.8,0.5,194.4,4.03,5,103.5
해양환경측정망,시화호10_환경관리,43682.49097,126.61528,37.30833,433.5,29.82,26.1,30.72,18,8.12,8.12,665.9,2.5,24.1,26.6,0.5,164.4,5.54,135.3,82.6
해양환경측정망,시화호2_환경관리,43682.46042,126.66722,37.30083,444.5,29.95,25.89,35.28,15,5.48,8.1,1186.8,2,40.5,12.3,0.8,149.7,4.59,135.5,89.2
해양환경측정망,시화호3_환경관리,43682.50139,126.60306,37.29139,506.1,30.16,25.69,6.8,23,4.25,7.82,734.4,17.1,40.3,120.7,1.3,270.3,3.15,132.5,77.6
해양환경측정망,시화호4_환경관리,43682.39028,126.78139,37.2925,1258.6,23.03,29.49,5.64,12.6,3.19,7.53,3375.1,110.5,202.6,612.9,0.7,1066.3,4.61,343,202.8
해양환경측정망,시화호5_환경관리,43682.39861,126.75611,37.29333,836.1,26.98,29.12,6.8,12.4,3.54,7.74,1718.5,37.7,89.8,266.9,0.8,450,3.36,145.4,153.2
해양환경측정망,시화호6_환경관리,43682.47014,126.65667,37.31667,469.8,30.1,25.67,38.4,22,6.64,8.12,951.6,2.7,32.7,49.5,1,184,4.74,131.8,90.7
해양환경측정망,시화호7_환경관리,43682.43056,126.72028,37.30167,541.1,29.79,26.21,30.96,15,4.7,8,1444.3,18.8,45.4,87.1,0.5,197.7,4.64,91.8,103.8
해양환경측정망,시화호8_환경관리,43682.44792,126.68306,37.31083,555.8,29.95,25.93,24.84,23.6,5.09,7.95,1428,23.7,34.4,117.7,0.7,256.6,4.21,115.3,99.7
해양환경측정망,시화호9_환경관리,43682.48125,126.63167,37.28833,435.7,29.89,25.83,16.68,25,6.23,7.52,703,16.6,16.2,116.4,0.6,271.4,3.38,138.3,75.6
해양환경측정망,신안연안1_연안,43685.65278,126.2677778,34.80611111,295.3,31.39,24.49,1.2,6.1,7.01,8.01,338.6,15.1,14.4,92.1,1.2,110.9,1.07,3.6,25.8
해양환경측정망,신안연안2_연안,43685.63889,126.2263889,34.71916667,285.4,31.46,24.52,1.22,6.7,7.61,8.03,326.1,12.9,14.7,88.3,1.6,103.2,1.17,2,22.7
해양환경측정망,신항연안1_환경관리,43696.6,128.82333,35.07361,116.2,32.11,26.92,0.71,8.3,8.22,8.32,150.3,0.3,0.2,0.8,7.2,1.4,0.35,0.2,8.3
해양환경측정망,신항연안2_환경관리,43696.54861,128.77833,35.06861,110.2,32.13,26.84,0.5,8.6,8.14,8.3,181.2,0.5,0,0.5,11,12.1,0.03,11.1,8.6
해양환경측정망,아산연안1_연안,43682.53125,126.4125,37.20416667,352.2,30.83,24.85,1.86,32.5,6.82,7.92,507.1,12.5,31.4,88.6,0.9,190.8,2.89,89.7,46.4
해양환경측정망,아산연안2_연안,43682.54653,126.4583333,37.16805556,376.3,30.79,25.1,2.59,12,6.69,7.92,612.8,11.6,32.6,89.7,1.1,205.6,3.04,104.3,53.8
해양환경측정망,아산연안3_연안,43682.60069,126.5194444,37.08888889,335.8,30.9,23.49,1.7,6.2,6.92,7.94,534.2,11,26.8,83.4,2.1,169.7,3.81,75.3,43.1
해양환경측정망,아산연안4_연안,43682.65625,126.7452778,37.00555556,619.7,29.34,26.32,2.6,10,5.79,7.81,1018.9,21.6,52.9,180.4,0.9,408.8,2.31,206.8,76.7
해양환경측정망,아산연안5_연안,43682.62847,126.6472222,37.09027778,448.8,30.35,25.47,2.3,7.5,6.58,7.9,762.7,14.6,37.7,116.7,1.9,245.2,1.76,113.9,56.9
해양환경측정망,아산연안H1_항만,43682.67569,126.8333333,36.95916667,716.8,29,27.22,1.52,7.5,6.38,7.86,1083,19.9,50.9,260.3,1.5,448.7,4.19,168.5,78.7
해양환경측정망,양양연안1_연안,43686.42569,128.7502778,38.0125,126.4,33.12,25.48,0.45,5.6,7.63,8.16,95.5,0.8,3.9,0.7,14.2,1.4,0.76,0,7.7
해양환경측정망,양양연안2_연안,43686.44931,128.8016667,37.94972222,122.2,33.14,25.71,0.51,7.5,7.51,7.9,120.9,0.5,4.4,4.8,12.8,5.4,1.66,0.1,7.3
해양환경측정망,양양연안3_연안,43686.39236,128.7086111,38.08111111,104.7,32.65,25.33,0.38,4,7.64,7.98,133,1.1,3.9,4.1,15.4,14.7,0.93,9.5,5.9
해양환경측정망,양양연안4_연안,43686.40625,128.7130556,38.05194444,142.2,33.15,25.45,0.89,12.1,7.69,8.02,139.3,0.9,3.9,1.2,14.5,2.6,0.81,0.4,9.3
해양환경측정망,여수연안1_연안,43692.38889,127.7661111,34.73555556,326.4,30.95,26.47,1.19,4.3,7.31,8.15,203.9,2.3,7.6,6.7,5,22.2,1.92,13.2,32.1
해양환경측정망,여수연안2_연안,43692.42569,127.7613889,34.76277778,301.6,30.75,26.61,1.94,4.3,7.56,8.18,167.2,1.3,5.9,3.1,5,57.9,1.83,53.5,29
해양환경측정망,여수연안3_연안,43692.43819,127.8052778,34.76444444,181.7,30.83,26.22,2.54,6.6,7.3,8.15,249.7,3.2,7.8,7.3,4.3,20.1,1.5,9.6,28.7
해양환경측정망,여수연안4_연안,43686.57222,127.845,34.69055556,141.2,31.41,25.35,1.31,4.5,9.18,8.22,66.1,0.6,1.6,0.7,7,40.7,1.66,39.3,17.7
해양환경측정망,여수연안5_연안,43686.65625,127.8069444,34.62,147.4,31.25,27.16,0.37,5.2,9.28,8.25,38.2,0.5,0,1.6,5,10,1.29,7.9,14.8
해양환경측정망,여수연안H1_항만,43692.40625,127.7558333,34.74722222,263.6,30.85,27.26,2.36,5.1,8.01,8.22,47.5,0.8,3.2,1.2,4.9,95.4,1.84,93.4,25.9
해양환경측정망,여수연안H2_항만,43692.41667,127.7527778,34.75138889,167.6,30.88,27.16,2.32,6.75,7.91,8.2,75.2,0.8,3.2,1.5,4.1,119.9,1.68,117.6,24.3
해양환경측정망,여수연안H3_항만,43692.40069,127.7572222,34.74305556,177.9,30.85,27.23,2.2,6.2,7.85,8.21,50.1,0.5,3.6,1.5,3,22.1,1.91,20.2,26.3
해양환경측정망,여자만1_연안,43687.48333,127.4877778,34.80416667,246.6,27.35,29.95,8.72,12,8.7,8.17,175.6,0.2,4.4,1.1,1,4.6,2.97,3.3,46.8
해양환경측정망,여자만2_연안,43687.46667,127.4444444,34.76805556,221.1,28.58,30.13,1.91,6.3,8.46,8.2,256,0,1.3,0.9,2,55.8,1.9,54.9,25
해양환경측정망,여자만3_연안,43687.44097,127.5222222,34.6775,169,30.18,28.64,0.53,2.8,8.55,8.19,136.5,0.6,4.5,0.8,8,116.3,2.3,114.9,19.4
해양환경측정망,영일만1_연안,43689.38681,129.3925,36.04138889,383.8,32.54,24.94,10.6,9.1,8.65,8.34,351.5,11.1,3.4,144.4,2.6,163.8,2.77,8.3,28.4
해양환경측정망,영일만10_연안,43689.52292,129.48,36.07694444,138.6,33.34,24.58,0.63,6,8.54,8.07,30.5,1,1.1,1.1,9.5,4.4,0.83,2.3,10.4
해양환경측정망,영일만11_연안,43689.53472,129.5127778,36.06555556,139.3,33.09,25.27,0.91,7.1,8.65,8.34,28.9,0.7,1.6,1.1,6.8,6.1,1.58,4.3,12.9
해양환경측정망,영일만12_연안,43689.55625,129.4833333,36.13444444,94.1,33.1,24.89,0.93,7.8,8.87,7.98,27.1,0.5,1.2,1,8.1,4.1,1.01,2.5,11.7
해양환경측정망,영일만2_연안,43689.41458,129.43,36.0125,150.4,32.45,25.56,2.9,8.6,9.26,8.35,22,0.6,3.4,1.6,3.9,17.8,1.55,15.6,15.4
해양환경측정망,영일만3_연안,43689.42222,129.4383333,36.00777778,103.2,32.8,25.39,1.27,9.5,9.02,8.25,16.2,0.3,2.1,1.2,9,9.8,1.09,8.3,11.6
해양환경측정망,영일만4_연안,43689.43264,129.4466667,36.00666667,153.1,32.8,25.47,1.9,8.4,9.52,8.34,12.5,0.4,2.4,1.3,5.3,11.6,1.49,10,13.1
해양환경측정망,영일만5_연안,43689.44236,129.4697222,36.02944444,130.8,33.31,24.37,2.06,7.6,8.87,8.3,53.6,0.9,1.7,1.4,7.7,11.8,1.44,9.5,13.5
해양환경측정망,영일만6_연안,43689.45139,129.4511111,36.04055556,118.5,33.36,24.46,0.68,9.1,8.52,8.27,19.9,0.5,1.3,1,8.4,6,1.07,4.4,11.3
해양환경측정망,영일만7_연안,43689.46181,129.4319444,36.05333333,127.4,33.27,24.83,0.87,10.2,8.58,8.3,19.3,0.6,1.2,2,9.5,5.3,1.71,2.6,11.1
해양환경측정망,영일만8_연안,43689.47014,129.4186111,36.06027778,127.6,31.71,26.33,0.71,7.7,8.53,8.3,20.5,0.7,1.5,3.1,4.8,11.8,1.1,8,11.3
해양환경측정망,영일만9_연안,43689.48125,129.45,36.08805556,102.3,33.59,24.21,0.36,7,8.64,8.29,12.8,0.4,2.1,1,9.9,9.2,1.07,7.8,9
해양환경측정망,영일만H1_항만,43689.37847,129.3777778,36.05,395.7,29.78,24.58,3.43,8,8.61,8.25,171.9,8.1,3.4,111.2,2.3,129.1,2.4,9.8,29.5
해양환경측정망,영일만H2_항만,43689.40486,129.4133333,36.02388889,242.8,32.64,25.64,2.45,8.25,8.57,8.3,47.5,0.6,2.2,4.6,3.4,15.7,2.35,10.6,16.7
해양환경측정망,온산연안1_환경관리,43707.46875,129.35806,35.45333,336,31.62,23.96,1.64,36.7,6.21,8.08,464.1,9.6,24.9,150.2,2.5,231.3,1.22,71.6,36.7
해양환경측정망,온산연안2_환경관리,43706.65972,129.3575,35.38,116.3,32.22,24.56,3.2,11.1,7.46,8.18,82.8,0.9,0.9,1.8,7,13.3,1.05,10.7,11.1
해양환경측정망,온산연안3_환경관리,43706.64306,129.40778,35.3675,118.9,32.21,24.66,1.61,10.3,7.48,8.18,125.7,0.3,0.8,2.5,6.5,4,1.24,1.3,10.3
해양환경측정망,온산연안4_환경관리,43707.46181,129.35889,35.44083,294.9,31.68,23.91,1.62,32.3,6.5,8.11,397.4,7.1,16.8,100.3,2,158.9,1.43,51.4,32.3
해양환경측정망,온산연안5_환경관리,43707.45486,129.3625,35.44556,346,31.21,24.52,1.5,34.6,6.5,8.09,431.8,8.4,19.2,141,3.5,209.5,1.12,60.1,34.6
해양환경측정망,온산연안6_환경관리,43707.45069,129.36583,35.45083,324,31.35,24.34,1.67,34.7,6.45,8.1,396.5,7.8,19.3,119.7,2.8,181.2,1.2,53.7,34.7
해양환경측정망,온산연안7_환경관리,43707.43819,129.37556,35.45639,265.6,31.16,24.94,2.2,26.5,6.88,8.15,274.9,6.6,13.5,80.6,7,118.5,1.2,31.2,26.5
해양환경측정망,온산연안8_환경관리,43707.49236,129.37194,35.43889,214.2,32.18,23.67,1.25,21.6,6.85,8.12,174,3.1,8.7,36.7,5,59.2,1.06,19.4,21.6
해양환경측정망,온산연안9_환경관리,43707.5,129.37417,35.43472,198.3,32.23,23.31,1.2,21.2,6.79,8.12,311.9,5.6,11.3,68.4,5,93.9,1.11,19.9,21.2
해양환경측정망,완도연안1_환경관리,43686.47569,126.78306,34.31889,196.6,32.61,21.51,3.68,2.8,8.04,32.93,415.4,10.7,11.6,47.3,1.9,59.4,1.71,1.4,27.2
해양환경측정망,완도연안2_환경관리,43686.45486,126.75889,34.35333,180.3,31.4,25.86,6.76,8.7,8,32.42,407.1,0.3,0.4,1.8,1.5,2.1,2.13,0.1,30.3
